,Tiempo (dia),Volumen dep. almacenam. ini. (L),Venta (L),Llenado dep. almacenam. (L),Volumen dep. almacenam. fin. teor. (L),Volumen dep. almacenam. fin. (L),Variacion,Variacion Acum.,Fugando combustible
9,1,"19135,24","-6080,0","4856,82","17912,06","17932,53","20,47","46,88",0
10,2,"17932,53","-6125,0","5021,72","16829,25","16928,49","99,24","199,92",0
11,3,"16928,49","-5955,0","5972,53","16946,02","16951,13","5,11","186,83",0
12,4,"16951,13","-6190,0","6887,91","17649,04","17681,42","32,38","209,1",0
13,5,"17681,42","-6340,0","4566,61","15908,03","15977,96","69,93","237,46",0
14,6,"15977,96","-6240,0","6377,58","16115,54","16203,24","87,7","357,22",0
15,7,"16203,24","-6415,0","6967,5","16755,74","16767,01","11,27","313,87",0
16,8,"16767,01","-5855,0","8065,87","18977,88","18915,36","-62,52","242,6",0
17,9,"18915,36","-5795,0","6973,14","20093,5","20094,86","1,36","258,57",0
18,10,"20094,86","-5880,0","8061,48","22276,34","22241,72","-34,62","230,32",0
19,11,"22241,72","-6260,0","5872,71","21854,43","22010,62","156,19","366,04",0
20,12,"22010,62","-6215,0","6101,19","21896,81","21940,1","43,29","310,09",0
21,13,"21940,1","-6335,0","7457,79","23062,89","23094,34","31,45","336,43",0
22,14,"23094,34","-6340,0","6120,41","22874,75","22778,77","-95,98","208,07",0
23,15,"22778,77","-5610,0","6260,56","23429,33","23408,41","-20,92","117,22",0
24,16,"23408,41","-5625,0","5739,05","23522,46","23476,16","-46,3","-16,78",0
25,17,"23476,16","-5970,0","3205,76","20711,92","20809,02","97,1","69,05",0
26,18,"20809,02","-6150,0","7016,84","21675,86","21628,39","-47,47","84,1",0
27,19,"21628,39","-5970,0","3051,01","18709,4","18696,44","-12,96","69,78",0
28,20,"18696,44","-5985,0","7158,73","19870,17","19907,33","37,16","141,56",0
29,21,"19907,33","-5735,0","6792,56","20964,89","20958,81","-6,08","-20,71",0
30,22,"20958,81","-5800,0","7035,39","22194,2","22157,79","-36,41","-100,41",0
31,23,"22157,79","-6295,0","6908,91","22771,7","22818,55","46,85","-85,01",0
32,24,"22818,55","-6150,0","3866,47","20535,02","20567,31","32,29","43,26",0
33,25,"20567,31","-6060,0","6910,08","21417,39","21527,09","109,7","173,88",0
34,26,"21527,09","-6005,0","7065,59","22587,68","22522,92","-64,76","155,42",0
35,27,"22522,92","-6075,0","7854,18","24302,1","24281,26","-20,84","37,48",0
36,28,"24281,26","-6230,0","5039,03","23090,29","23150,0","59,71","144,66",0
37,29,"23150,0","-6280,0","4345,44","21215,44","21270,12","54,68","212,3",0
38,30,"21270,12","-6030,0","7061,85","22301,97","22150,14","-151,83","23,31",0
39,31,"22150,14","-5880,0","5403,39","21673,53","21742,06","68,53","97,92",0
40,32,"21742,06","-6225,0","6196,58","21713,64","21729,54","15,9","150,23",0
41,33,"21729,54","-5965,0","7119,05","22883,59","22807,22","-76,37","27,01",0
42,34,"22807,22","-6265,0","4349,59","20891,81","20907,89","16,08","10,8",0
43,35,"20907,89","-5795,0","6616,82","21729,71","21745,53","15,82","-83,08",0
44,36,"21745,53","-5920,0","8545,9","24371,43","24354,31","-17,12","-35,44",0
45,37,"24354,31","-5840,0","3477,84","21992,15","22063,84","71,69","57,09",0
46,38,"22063,84","-5970,0","6267,73","22361,57","22285,49","-76,08","-78,7",0
47,39,"22285,49","-5805,0","7028,0","23508,49","23542,16","33,67","-99,71",0
48,40,"23542,16","-5995,0","5954,13","23501,29","23517,65","16,36","68,48",0
49,41,"23517,65","-5750,0","3771,37","21539,02","21472,66","-66,36","-66,41",0
50,42,"21472,66","-5760,0","7408,37","23121,03","23094,21","-26,82","-109,13",0
51,43,"23094,21","-6370,0","5241,76","21965,97","22004,79","38,82","6,06",0
52,44,"22004,79","-6025,0","6197,92","22177,71","22123,69","-54,02","-64,04",0
53,45,"22123,69","-6425,0","8593,44","24292,13","24221,97","-70,16","-150,02",0
54,46,"24221,97","-5805,0","3117,94","21534,91","21614,73","79,82","-53,08",0
55,47,"21614,73","-6070,0","7036,7","22581,43","22549,56","-31,87","-156,64",0
56,48,"22549,56","-6075,0","6250,53","22725,09","22809,86","84,77","4,21",0
57,49,"22809,86","-6235,0","4221,32","20796,18","20701,4","-94,78","-124,24",0
58,50,"20701,4","-6275,0","6548,95","20975,35","20974,78","-0,57","-141,17",0
59,51,"20974,78","-5820,0","7817,5","22972,28","22894,53","-77,75","-152,56",0
60,52,"22894,53","-6020,0","6295,25","23169,78","23072,3","-97,48","-223,22",0
61,53,"23072,3","-6000,0","5692,09","22764,39","22819,64","55,25","-206,79",0
62,54,"22819,64","-6335,0","5072,41","21557,05","21540,07","-16,98","-169,75",0
63,55,"21540,07","-5855,0","7854,51","23539,58","23679,38","139,8","40,21",0
64,56,"23679,38","-6445,0","6794,21","24028,59","24108,06","79,47","39,86",0
65,57,"24108,06","-6310,0","6331,01","24129,07","24170,41","41,34","113,07",0
66,58,"24170,41","-6045,0","5453,16","23578,57","23625,42","46,85","75,15",0
67,59,"23625,42","-6135,0","6620,86","24111,28","24048,54","-62,74","107,19",0
68,60,"24048,54","-5675,0","5801,46","24175,0","24103,08","-71,92","35,84",0
69,61,"24103,08","-5935,0","4057,02","22225,1","22162,47","-62,63","50,96",0
70,62,"22162,47","-5970,0","5933,13","22125,6","22188,45","62,85","211,29",0
71,63,"22188,45","-6095,0","6067,64","22161,09","22128,55","-32,54","123,5",0
72,64,"22128,55","-5920,0","7292,71","23501,26","23580,94","79,68","220,16",0
73,65,"23580,94","-6355,0","6405,03","23630,97","23596,98","-33,99","46,37",0
74,66,"23596,98","-6495,0","2915,69","20017,67","20034,4","16,73","-16,37",0
75,67,"20034,4","-6230,0","7084,12","20888,52","20804,15","-84,37","-142,08",0
76,68,"20804,15","-5790,0","7849,74","22863,89","23014,07","150,18","-38,75",0
77,69,"23014,07","-6175,0","3668,91","20507,98","20571,36","63,38","87,37",0
78,70,"20571,36","-5735,0","6678,15","21514,51","21564,02","49,51","208,8",0
79,71,"21564,02","-6055,0","7218,21","22727,23","22779,34","52,11","323,54",0
80,72,"22779,34","-5790,0","6166,68","23156,02","23069,95","-86,07","174,62",0
81,73,"23069,95","-6010,0","2954,35","20014,3","20072,45","58,15","265,31",0
82,74,"20072,45","-6155,0","6960,61","20878,06","20881,19","3,13","188,76",0
83,75,"20881,19","-6500,0","8057,25","22438,44","22396,85","-41,59","181,16",0
84,76,"22396,85","-5995,0","6075,22","22477,07","22377,91","-99,16","65,27",0
85,77,"22377,91","-6180,0","7902,5","24100,41","24232,98","132,57","282,21",0
86,78,"24232,98","-6145,0","2421,51","20509,49","20553,12","43,63","175,66",0
87,79,"20553,12","-6220,0","5885,23","20218,35","20324,77","106,42","218,7",0
88,80,"20324,77","-5875,0","5973,97","20423,74","20468,26","44,52","213,71",0
89,81,"20468,26","-5830,0","6991,0","21629,26","21652,46","23,2","184,8",0
90,82,"21652,46","-5955,0","7097,76","22795,22","22846,05","50,83","321,7",0
91,83,"22846,05","-6400,0","6875,06","23321,11","23464,7","143,59","407,14",0
92,84,"23464,7","-5940,0","5407,6","22932,3","22918,47","-13,83","390,18",0
93,85,"22918,47","-5790,0","4599,88","21728,35","21787,96","59,61","491,38",0
94,86,"21787,96","-5865,0","6225,94","22148,9","22164,46","15,56","606,1",0
95,87,"22164,46","-5960,0","6512,51","22716,97","22721,93","4,96","478,49",0
96,88,"22721,93","-5890,0","4416,92","21248,85","21188,59","-60,26","374,6",0
97,89,"21188,59","-5905,0","5587,25","20870,84","20899,78","28,94","297,12",0
98,90,"20899,78","-5900,0","7638,65","22638,43","22581,47","-56,96","195,64",0
99,91,"22581,47","-6005,0","7836,92","24413,39","24546,65","133,26","305,7",0
100,92,"24546,65","-6000,0","3751,6","22298,25","22224,28","-73,97","180,9",0
101,93,"22224,28","-6090,0","3991,11","20125,39","20156,52","31,13","68,44",0
102,94,"20156,52","-5900,0","5851,31","20107,83","20262,84","155,01","237,28",0
103,95,"20262,84","-5785,0","7754,15","22231,99","22301,89","69,9","247,57",0
104,96,"22301,89","-6305,0","7508,19","23505,08","23425,36","-79,72","152,29",0
105,97,"23425,36","-5840,0","5626,29","23211,65","23192,41","-19,24","128,09",0
106,98,"23192,41","-6505,0","5503,95","22191,36","22232,36","41,0","229,35",0
107,99,"22232,36","-5880,0","3416,26","19768,62","19789,81","21,19","221,6",0
108,100,"19789,81","-6045,0","8841,96","22586,77","22753,35","166,58","445,14",0
109,101,"22753,35","-6165,0","4061,17","20649,52","20598,89","-50,63","261,25",0
110,102,"20598,89","-5930,0","7200,24","21869,13","21796,79","-72,34","262,88",0
111,103,"21796,79","-6210,0","6990,47","22577,26","22559,83","-17,43","214,32",0
112,104,"22559,83","-6150,0","5284,81","21694,64","21793,76","99,12","158,43",0
113,105,"21793,76","-5735,0","5976,35","22035,11","22083,48","48,37","136,9",0
114,106,"22083,48","-6120,0","7245,46","23208,94","23191,12","-17,82","198,8",0
115,107,"23191,12","-6140,0","6129,79","23180,91","23196,6","15,69","233,73",0
116,108,"23196,6","-6070,0","3635,29","20761,89","20775,25","13,36","206,09",0
117,109,"20775,25","-5880,0","8022,69","22917,94","22833,54","-84,4","100,5",0
118,110,"22833,54","-6205,0","6596,2","23224,74","23260,73","35,99","-30,09",0
119,111,"23260,73","-5735,0","4013,61","21539,34","21591,54","52,2","72,74",0
120,112,"21591,54","-6290,0","7171,55","22473,09","22488,78","15,69","160,77",0
121,113,"22488,78","-6000,0","6046,04","22534,82","22478,02","-56,8","121,4",0
122,114,"22478,02","-6310,0","4031,72","20199,74","20180,93","-18,81","3,47",0
123,115,"20180,93","-6475,0","7009,28","20715,21","20683,35","-31,86","-76,76",0
124,116,"20683,35","-6565,0","6960,43","21078,78","21132,47","53,69","-5,25",0
125,117,"21132,47","-5620,0","6031,92","21544,39","21510,28","-34,11","-55,05",0
126,118,"21510,28","-6065,0","7348,91","22794,19","22788,87","-5,32","-73,73",0
127,119,"22788,87","-6415,0","5817,06","22190,93","22268,8","77,87","88,54",0
128,120,"22268,8","-6020,0","6964,05","23212,85","23195,15","-17,7","34,85",0
129,121,"23195,15","-6455,0","7625,09","24365,24","24391,91","26,67","9,32",0
130,122,"24391,91","-5655,0","3583,0","22319,91","22319,09","-0,82","-7,19",0
131,123,"22319,09","-6310,0","5605,54","21614,63","21647,35","32,72","82,33",0
132,124,"21647,35","-6120,0","7512,45","23039,8","23077,15","37,35","138,49",0
133,125,"23077,15","-6065,0","6056,14","23068,29","23020,73","-47,56","122,79",0
134,126,"23020,73","-6180,0","5539,34","22380,07","22291,61","-88,46","-19,36",0
135,127,"22291,61","-5690,0","7453,22","24054,83","24037,69","-17,14","-2,39",0
136,128,"24037,69","-6145,0","4073,51","21966,2","21924,99","-41,21","-38,28",0
137,129,"21924,99","-6000,0","6735,7","22660,69","22663,64","2,95","-113,2",0
138,130,"22663,64","-6155,0","6070,5","22579,14","22668,02","88,88","-6,62",0
139,131,"22668,02","-6280,0","5935,64","22323,66","22391,46","67,8","34,51",0
140,132,"22391,46","-6165,0","7212,36","23438,82","23489,53","50,71","86,04",0
141,133,"23489,53","-5535,0","5008,25","22962,78","23003,68","40,9","94,22",0
