,Tiempo (dia),Volumen dep. almacenam. ini. (L),Venta (L),Llenado dep. almacenam. (L),Volumen dep. almacenam. fin. teor. (L),Volumen dep. almacenam. fin. (L),Variacion,Variacion Acum.,Fugando combustible
9,1,"23299,15","-5900,0","4046,57","21445,72","21419,26","-26,46","496,31",0
10,2,"21419,26","-6310,0","8439,67","23548,93","23527,4","-21,53","356,96",0
11,3,"23527,4","-6055,0","7093,15","24565,55","24485,13","-80,42","233,55",0
12,4,"24485,13","-5925,0","2956,05","21516,18","21525,33","9,15","216,75",0
13,5,"21525,33","-6095,0","6018,92","21449,25","21425,77","-23,48","121,03",0
14,6,"21425,77","-5825,0","5920,9","21521,67","21636,51","114,84","207,87",0
15,7,"21636,51","-6050,0","3963,87","19550,38","19603,35","52,97","120,55",0
16,8,"19603,35","-6195,0","6920,19","20328,54","20387,45","58,91","195,2",0
17,9,"20387,45","-5825,0","4254,14","18816,59","18840,4","23,81","159,99",0
18,10,"18840,4","-6115,0","8621,7","21347,1","21462,66","115,56","223,35",0
19,11,"21462,66","-5930,0","2949,12","18481,78","18520,18","38,4","288,21",0
20,12,"18520,18","-6055,0","8910,58","21375,76","21483,73","107,97","417,71",0
21,13,"21483,73","-5915,0","6460,74","22029,47","22068,4","38,93","537,06",0
22,14,"22068,4","-6080,0","5790,63","21779,03","21725,41","-53,62","474,29",0
23,15,"21725,41","-6190,0","6206,21","21741,62","21798,45","56,83","554,6",0
24,16,"21798,45","-6300,0","5948,68","21447,13","21497,36","50,23","489,99",0
25,17,"21497,36","-6240,0","5557,15","20814,51","20843,17","28,66","465,68",0
26,18,"20843,17","-6130,0","8421,69","23134,86","23125,85","-9,01","397,76",0
27,19,"23125,85","-6455,0","4729,31","21400,16","21469,98","69,82","443,77",0
28,20,"21469,98","-6405,0","5912,3","20977,28","21037,18","59,9","388,11",0
29,21,"21037,18","-6030,0","6696,05","21703,23","21730,24","27,01","376,72",0
30,22,"21730,24","-6110,0","7076,56","22696,8","22707,39","10,59","279,34",0
31,23,"22707,39","-5725,0","5260,22","22242,61","22314,61","72,0","312,41",0
32,24,"22314,61","-6305,0","4980,46","20990,07","20995,9","5,83","371,86",0
33,25,"20995,9","-5885,0","6019,7","21130,6","21108,25","-22,35","292,68",0
34,26,"21108,25","-6425,0","7783,77","22467,02","22532,74","65,72","308,17",0
